작성자,댓글,좋아요수,작성일
@dddddg1509,저게 다에요?.. 양이 너무적은데요ㅜㅜㅜ,0,2025-04-04T14:22:19Z
@mustsmileyj,맞쥬 맞쥬 바빠 죽겠어도 넣어줘야 하는 재료는 다 넣어야 JMT 🤣,0,2025-04-04T14:20:11Z
@레제-x1m,난 출근한다고 문닫고 다시 문열고 카메라 챙겨서 운전석 옆에 올리고 운전한거 생각하면 너무 웃김 ㅋㅋㅋㅋㅋ,0,2025-04-04T14:20:00Z
@댕댕이-k9g,"스팸을 소분해서 냉동해요?
미리 새거 뜯어서요?",0,2025-04-04T14:18:02Z
@눈꽃초아,"스팸 소분 대박 생각도 못했어요 
진짜 부지런한분 같아요",0,2025-04-04T14:17:22Z
@지구여행자-u2w,ㅋㅋㅋ학C,0,2025-04-04T14:15:56Z
@애플라떼-v8n,"봉지에 대~충 담아가는 털털함ㅋ
현실고증같아 좋아요❤",493,2025-04-04T14:15:43Z
@하루하나-q1q,김테이블위에 있는 ㅋㅋㅋ 우리집인줄 🤣,0,2025-04-04T14:14:38Z
@우리애들무릎지켜,음식 만드는거 진짜 못 하는데 젠님 보고 한국에서 따라해보고있어요....감사...,1,2025-04-04T14:13:39Z
@윤아이-n5y,컵라면 🍜  하나 먹어주세요😅,10,2025-04-04T14:11:07Z
@user-gjidxjuecjj,암튼 야무져❤❤,5,2025-04-04T14:05:51Z
@레쓰비-i1s,ㅋㅋㅋㅋ  내사랑~,0,2025-04-04T14:05:32Z
@maxt-jf9rx,시그니처 발 떨림 😂,0,2025-04-04T14:04:35Z
@GonHa0620,스팸 토막 사건... ❤,0,2025-04-04T14:03:55Z
@Jennifer-e8z,"풋ㅋ
입에 털어넣기ㅎㅎ",0,2025-04-04T14:02:27Z
@이현주-c8l,행복하죠 맞아요,2,2025-04-04T13:59:55Z
@viviyu7142,저 햄 소분할때 쓴 종이가 유산지 맞나용?,0,2025-04-04T13:58:02Z
@june8730,지난 불금하던날이랑 같은날이에요?,0,2025-04-04T13:57:20Z
@슈마-m2d,"소분장인이시네요❤ 
스팸소분 나도 써먹어야지",28,2025-04-04T13:56:02Z
@Jenny-zs2tg,"ㅋㅋ도시락을 봉다리에 넣어서  다니는거
넘 우낌 😅",0,2025-04-04T13:53:06Z
@애리-x5f,진짜 이런 언니랑 친해지고 싶어요ㅋㅋㅋ 너무 재밌을것같은 느낌이.. 항상 몰래 영상 보다가 용기내 댓글달아요😊😊,41,2025-04-04T13:50:48Z
@babikyg,이언니는 굉장히 귀차니즘인거같은데 소분은 굉장히 잘해 ㅋㅋㅋㅋㅋㅋㅋㅋ,26,2025-04-04T13:49:53Z
@jeungsangnam4144,"음....비슷한 방법으로 생활했었음...차이점은 분쇄육, 민찌 등로 대체하고 냉동야채를 썼음...미리 볶아서 소분 냉동해놓으면 해놓은 밥에 전자렌지 돌려서 먹으면 됨...소금후추맛, 다시다맛, 간장맛, 제육맛으로 구분해놓으면 편함...",0,2025-04-04T13:49:31Z
@난니-u3d6t,이거 전에 올리신거죠???,1,2025-04-04T13:48:28Z
@빅토리아-w7l,영상 찍으며 도시락 뚝딱 만들어 출근하시네요~,4,2025-04-04T13:48:06Z
@엠버엠버-i2m,말투 너무 재밌어요 ~ 개미지옥처럼 밤새 계속 보게 되네요 ㅋㅋㅋ,2,2025-04-04T13:47:47Z
@vlogharin,나 이 언니 너무 좋아❤,1,2025-04-04T13:47:30Z
@이아영-y9h,"뚝딱뚝딱 요리영상 말할것도 없이 좋은데 
출근룩 스타일도 좋아욧❤",18,2025-04-04T13:46:04Z
@샤샤샤-p8e,왔어요 그시간이 ㅋㅋㅋ❤❤,1,2025-04-04T13:45:56Z
@ksinhappy,스팸 자르는 거 대박이네요. 맨날 자른다고 도마랑 칼 꺼내기 귀찮았는데.. 저렇게 소분해 놓고 구우면서 뒤집개로 잘라야겠어요,0,2025-04-04T13:44:16Z
@sorok23,왜 남은 스팸을 냉동보관할 생각을 못했을까...0_0;; 방금 음쓰로 버린 아까운 스팸..ㅠㅠ,0,2025-04-04T13:43:15Z
@쵸이림1029,귀찮고 대충하는 것 같아 보이지만 살림이 정돈이 너무 잘 되어있는 것 ~~ 동갑인데 멋지니까 언니해야지❤,126,2025-04-04T13:42:48Z
@김고등어1,당신 귀여움 박사지,11,2025-04-04T13:41:17Z
@s아그리파,❤귀여워..이쁘고 능력도 좋아보이고^^❤,1,2025-04-04T13:41:14Z
@eunyoungkim3424,도시락 가방도 아니고 봉다리 ㅋㅋㅋㅋㅋ,1,2025-04-04T13:40:00Z
@김진희-u1i,이쁘다,0,2025-04-04T13:39:52Z
@user-jk8nu1jv7e,역시 배우신분ㅋㅋㅋ,5,2025-04-04T13:38:55Z
@착한꼰대-jor,이언니 천재임,2,2025-04-04T13:38:25Z
@하늬바람-e4c,발 떠는 영상이 있음 엄청 맛난거고 없음 그냥저냥인듯~아닌가?,0,2025-04-04T13:35:06Z
@최진숙-q3i,난 왜 스펨을 그토록 칼로 잘라댔을까나..쩝 소분해놨다가 뒤집개 ㅋㅋ 땡큐임다요,0,2025-04-04T13:34:38Z
@poodinggg,이랗게 야무지게 살고싳다ㅠ,2,2025-04-04T13:34:08Z
@도레미-j3r,이 언니 세상만사 귀찮은 표정으로 은근 옷까지 잘 챙겨 입음 그저 심플이즈더베스트룩 같아 보이지만 삭스랑 로퍼 디테일 챙기는거 내 눈엔 다 보인다규 😊,898,2025-04-04T13:34:07Z
@rose-p1008,나이는 내가 많지만 언니라 부르고 친하게 지내고 싶은 매력덩어리 푸디젠님 ❤,191,2025-04-04T13:33:51Z
@boralee1248,매번 궁금했는데… 계란껍질은 어디로 던지는거에요??ㅋㅋㅋ,0,2025-04-04T13:33:32Z
@Hotcho-r5u,아 저 발떠는거 개좋아욬ㅋㅋㅋㅋ,25,2025-04-04T13:33:04Z
@ToBeTotoz,언니 멋있어여...,3,2025-04-04T13:30:29Z
@greenbihosu2810,나는 다리에 중독되서 영상본다!,34,2025-04-04T13:30:29Z
@김은화-v2w,와 이 언니 세상부지런 ㅋㅋ 스팸남은거 맨날 어찌 처리하나 고민하고 냉장고 방치인데 냉동실소분보관 배웁니당,325,2025-04-04T13:29:33Z
@Toryruni_hj,ㅋㅋㅋㅋ꼭 바쁠때 더 흘리고 지저분해지는거 ㅠㅠㅠㅠㅜㅜ진짜 공감이에요ㅋㅋㅋㅋ,8,2025-04-04T13:29:21Z
@ponlucy8026,"?? 왜 스팸을 냉동보관해요?? 유통기한이 3년일텐데..
설마.. 스팸까서 한 캔 다 안먹는다고요?????",0,2025-04-04T13:28:33Z
@babyKKAKKAasmr,학c 🤣🤣🤣🤣,0,2025-04-04T13:28:05Z
@noru-e,요즘좋아하는 분,0,2025-04-04T13:27:43Z
@step-y2o,"저 미국여행갔다가 미술관 앞 벤치에서 비닐에 주먹밥 싼것
먹으려 꺼냈다가 주변
외국인들에게 외계인 취급받았던 기억있어
요. 맛만 좋던데. ㅋㅋ",1,2025-04-04T13:27:11Z
@vviippai14,"긍데 진짜 아침에 준비하나요? 출근바쁜데
영상 어찌찍나요...",0,2025-04-04T13:25:02Z
@다니엘-j3o,"미국 사는거 맞아요 비빔면 햇반 보니까
한국사시는",0,2025-04-04T13:24:03Z
@하트-e9d,ㅎㅎ 늘 너무 간단. 다리 덜덜,0,2025-04-04T13:23:07Z
@yan_da.,내 친구랑 생긴것만 닮은 언닌가 아닌가 암튼 조앜ㅋㅋ,0,2025-04-04T13:22:30Z
@달래맘-d3w,진짜 애들 아침밥 뭐해줄까 고민했는데 이 메뉴로 결정이네요. 감사해요❤❤❤,8,2025-04-04T13:22:25Z
@viviankwon6763,omg 나 20년째 전업인데 회사에서 주먹밥 먹고 싶어서 출근이란걸 하고싶어짐 ㅋㅋㅋㅋ😂😂😂,1,2025-04-04T13:21:53Z
@오포아미,"최곱니다~
아침식사 꼭  먹고가는 자식들과 운동 도시락 싸가는 남편  뭐 멕일까 늘 고민인데
진짜 쉽게 한끼 ~~^^배워갑니다.",1,2025-04-04T13:21:51Z
@몽키루퓌,"봉다리
도시락
가방 취저🎉",97,2025-04-04T13:19:58Z
@이프로-c4t,또 비닐봉다리 ㅋㅋㅋㅋㅋ친근함,1,2025-04-04T13:19:51Z
@Surimusuri,뚝딱 너무 잘해요. 스팸 자르는 시간까지 줄이는.....센스쟁이!,64,2025-04-04T13:19:32Z
@사나이-y7w,내밥쫌 ㅋ,1,2025-04-04T13:19:11Z
@roysanghyuncho6989,이게... 시크한 말투에 정신 못차리고 조리하는거만 보다가 은연중에 아 맞다 말하는 사람 이쁘네?!? 착각하며 얼굴 좀 보려는 그 순간 영상 끝...,1,2025-04-04T13:18:05Z
@Edit09876,뭐.. 이 말 좀 안하면 안됌;,0,2025-04-04T13:17:01Z
@하늘지기-b6v,"다욧하세요   2개라뇨ㅋㅋ 기본5개
요리하는모습  사랑스러워요. ❤😂❤❤❤😂",0,2025-04-04T13:16:14Z
@Mon7746-k6z,당신은 천재,12,2025-04-04T13:15:37Z
@dog_nana,그와중에 옷 너무 예쁘심요~😊,4,2025-04-04T13:15:35Z
@용기부여,말만 시크 몸은 최고풰스트 흔들다리퍼니😅,0,2025-04-04T13:15:01Z
@뿌요삐요,언니 영상이 제일 좋아요 ....❤ 이런 댓글 다는 것도 첨인데 많이많이 올려주세요~!~!~!~!~,1,2025-04-04T13:14:59Z
@솜사탕강동인,학C ㅋㅋㅋㅋㅋㅋ,1,2025-04-04T13:14:46Z
@yoknew3115,ㅋㅋㅋㅋ군대서 먹는봉지비빔밥같네,0,2025-04-04T13:13:43Z
@TV-ji9nr,~~아~귀여워요~ 😍,1,2025-04-04T13:12:57Z
@hanye99,젠님 이렇게 간편하게 먹는 음식 소개해줘 고마워요. 주말 아침 식사로 이 메뉴 결정했어요~,3,2025-04-04T13:11:53Z
@User-n4v6d,이 누나 시건방진 목소리 존나 섹시해 시발 사랑해요,0,2025-04-04T13:11:44Z
@김미숙-m2p,귀엽네요 ~♡,0,2025-04-04T13:11:26Z
@Sosomyung,언니 미국 스팸 넘 짜지 않아요?? 식감도 한국 거보다 띵띵? 또잉또잉? 단단한 느낌…? 레스 소듐 사서 데쳐 쓰긴 하는데 언니의 팁 있나요?? 스팸 맛 추천?!,0,2025-04-04T13:11:00Z
@ksj3109,오케이 내일 고래밥 ㅎㅎ,0,2025-04-04T13:10:42Z
@soheechoi5291,정겨운 h마트 봉지😂,0,2025-04-04T13:10:18Z
@손정민-m3n,ㅋㅋ 밥 볶다가 튀어나가는거 너무 현실 고증 100프로네요 ㅠ ㅋㅋ 맛없없 조합이라 한번 해먹어봐야겠어요 ㅎㅎ,8,2025-04-04T13:09:29Z
@통-u7i,"느낌
알지알지🎉🎉🎉🎉",1,2025-04-04T13:09:26Z
@매종,진짜 대단해요 ~~~좋아요 눌러용,1,2025-04-04T13:09:15Z
@김윤정-r9u2s,"매력에 이끌려 자석처럼 왔어요. 스팸소분,스파츌라로 써는거 와~~~😊",2,2025-04-04T13:09:10Z
@앵두-p3x,다리  떠는 거 넘 욱겨,0,2025-04-04T13:08:46Z
@풍뎅이대원,"와아! 언제 스팸 소분해서 냉동 해놨나여?
털털하신것 같은데...완젼 꼼꼼 !
머리도 넘 좋으셔!",27,2025-04-04T13:07:57Z
@랄드-k9v,재밌다😂😂😂,0,2025-04-04T13:06:44Z
@pmj90,꺄!! 멋졍❤,2,2025-04-04T13:06:29Z
@miryelee902,효율퀸임 근데 무심한 부지런함을 곁들인,119,2025-04-04T13:05:31Z
@Emong0616,나중에 각잡고 할 땐 중간에 볶음김치 넣음 더 맛나겠다…감사합니답❤,3,2025-04-04T13:05:30Z
@소화나라,"저도 요즘 스륵륵 긴단한  꾸밈없는
주먹밥.",0,2025-04-04T13:05:03Z
@구경선-f6w,"요리 관심 없었는데 덕분에 관심 생겼어요~
쉽게 요리하는거 같은데 넘 맛나보여요❤
뚝딱뚝딱",1,2025-04-04T13:04:46Z
@j.k9511,맛잇져  맛잇져 ㅋㅋ,0,2025-04-04T13:04:05Z
@Migle2,"캬 진짜 요리에 대한 부담감은 낮추되 맛은 보장!ㅋㅋㅋㅋㅋㅋㅋㅋ
고래밥 빼고 재료는 다 집에 있으니 월욜 아침에 해봐야게써요 ㅋㅋㅋ",0,2025-04-04T13:04:05Z
@pluto-so4oh,와 스팸 소분 해놓으신거 대박! 항상 말은 빨리 빨리 귀찮 귀찮 하지만 제잏 부지런 할 거 같은 유튜버 1위ㅋㅋㅋㅋ,4306,2025-04-04T13:04:03Z
@gggkk110,달걀껍질 던지는겈ㅋㅋㅋㄱㄲ나랑똑같..;;; ㅋㅋㅋ,0,2025-04-04T13:04:03Z
@은미박-x9c,귀차니즘과 극 효율의 콜라보네요 ^^,23,2025-04-04T13:03:46Z
@miisso_sesang,빨랐다 언니ㅜ사랑해,2,2025-04-04T13:01:54Z
@_foodie_jen,"직장인 초간단 도시락




회사 출근해야 할때마다
자주 해가는 주먹밥메뉴랍니더!

어떻게보면 스팸무수비의
간편버전 같아요!

아는맛이 더무서운법…


재료(1인분기준)👉🏻
햇반1개 큰거
스팸2조각 (간장1, 설탕1 조려주기)
계란2개
후리카케
참기름
조미김",593,2025-04-04T13:01:27Z
